PROBE DENGAN MASSCAN: 	192.168.0.0/21 1.59s
HOST DITEMUKAN: 192.168.5.5 port 135 TCP 1.59s
DEEP SCAN: 192.168.5.5 3.49s
HOST DITEMUKAN: 192.168.5.2 port 21 TCP 4.25s
HOST DITEMUKAN: 192.168.7.121 port 139 TCP 4.90s
DEEP SCAN: 192.168.5.2 6.18s
DEEP SCAN: 192.168.7.121 6.86s
HOST DITEMUKAN: 192.168.3.36 port 445 TCP 7.13s
HOST DITEMUKAN: 192.168.7.249 port 80 TCP 7.93s
DEEP SCAN: 192.168.7.249 8.57s
HOST DITEMUKAN: 192.168.7.210 port 445 TCP 11.63s
DEEP SCAN: 192.168.3.36 16.69s
DEEP SCAN: 192.168.7.210 21.91s
HOST DITEMUKAN: 192.168.5.5 port 139 TCP 22.32s
HOST DITEMUKAN: 192.168.7.121 port 445 TCP 22.32s
HOST DITEMUKAN: 192.168.5.3 port 445 TCP 22.32s
HOST DITEMUKAN: 192.168.7.249 port 22 TCP 29.74s
HOST DITEMUKAN: 192.168.3.200 port 23 TCP 29.74s
DEEP SCAN: 192.168.5.3 32.16s
DEEP SCAN: 192.168.3.200 32.62s
HOST DITEMUKAN: 192.168.5.5 port 445 TCP 37.12s
HOST DITEMUKAN: 192.168.3.213 port 445 TCP 37.12s
DEEP SCAN: 192.168.3.213 42.22s
COMPLEMENTING SCAN: 192.168.5.0/24 50.54s
COMPLEMENTING SCAN: 192.168.7.0/24 52.83s
COMPLEMENTING SCAN: 192.168.3.0/24 55.80s
HOST DITEMUKAN: 192.168.7.121 port 135 TCP 55.80s
HOST DITEMUKAN: 192.168.3.213 port 139 TCP 55.80s
HOST DITEMUKAN: 192.168.3.213 port 135 TCP 55.80s
PROBING SELESAI 55.80s
SCAN SELESAI 55.80s
 55.80s
HASIL PEMINDAIAN: 192.168.0.0/21 55.80s
192.168.3.1,192.168.3.0/24,None 55.80s
192.168.3.200,192.168.3.0/24,23 55.80s
192.168.3.211,192.168.3.0/24,None 55.80s
192.168.3.213,192.168.3.0/24,135 55.80s
192.168.3.213,192.168.3.0/24,139 55.80s
192.168.3.213,192.168.3.0/24,445 55.80s
192.168.3.213,192.168.3.0/24,49152 55.80s
192.168.3.213,192.168.3.0/24,49153 55.80s
192.168.3.213,192.168.3.0/24,49154 55.80s
192.168.3.213,192.168.3.0/24,49155 55.80s
192.168.3.213,192.168.3.0/24,49156 55.80s
192.168.3.213,192.168.3.0/24,49157 55.80s
192.168.3.36,192.168.3.0/24,445 55.80s
192.168.5.1,192.168.5.0/24,None 55.80s
192.168.5.2,192.168.5.0/24,21 55.80s
192.168.5.3,192.168.5.0/24,445 55.80s
192.168.5.4,192.168.5.0/24,None 55.80s
192.168.5.5,192.168.5.0/24,135 55.80s
192.168.5.5,192.168.5.0/24,139 55.80s
192.168.5.5,192.168.5.0/24,445 55.80s
192.168.5.5,192.168.5.0/24,49152 55.80s
192.168.5.5,192.168.5.0/24,49153 55.80s
192.168.5.5,192.168.5.0/24,49154 55.80s
192.168.5.5,192.168.5.0/24,49155 55.80s
192.168.5.5,192.168.5.0/24,49156 55.80s
192.168.5.5,192.168.5.0/24,49157 55.80s
192.168.7.1,192.168.7.0/24,None 55.80s
192.168.7.121,192.168.7.0/24,135 55.80s
192.168.7.121,192.168.7.0/24,139 55.80s
192.168.7.121,192.168.7.0/24,445 55.80s
192.168.7.121,192.168.7.0/24,49152 55.80s
192.168.7.121,192.168.7.0/24,49153 55.80s
192.168.7.121,192.168.7.0/24,49154 55.80s
192.168.7.121,192.168.7.0/24,49155 55.80s
192.168.7.121,192.168.7.0/24,49156 55.80s
192.168.7.121,192.168.7.0/24,49157 55.80s
192.168.7.210,192.168.7.0/24,445 55.80s
192.168.7.249,192.168.7.0/24,22 55.80s
192.168.7.249,192.168.7.0/24,80 55.80s
192.168.7.82,192.168.7.0/24,None 55.80s
