PROBE DENGAN MASSCAN: 	192.168.0.0/21 0.51s
HOST DITEMUKAN: 192.168.7.249 port 80 TCP 0.51s
HOST DITEMUKAN: 192.168.3.36 port 445 TCP 1.78s
HOST DITEMUKAN: 192.168.7.121 port 139 TCP 2.37s
HOST DITEMUKAN: 192.168.3.213 port 139 TCP 2.45s
DEEP SCAN: 192.168.7.249 2.93s
DEEP SCAN: 192.168.7.121 3.67s
DEEP SCAN: 192.168.3.213 5.33s
HOST DITEMUKAN: 192.168.5.5 port 135 TCP 5.58s
DEEP SCAN: 192.168.5.5 6.29s
DEEP SCAN: 192.168.3.36 9.66s
COMPLEMENTING SCAN: 192.168.7.0/24 13.90s
COMPLEMENTING SCAN: 192.168.5.0/24 19.76s
COMPLEMENTING SCAN: 192.168.3.0/24 22.62s
HOST DITEMUKAN: 192.168.7.121 port 135 TCP 24.74s
HOST DITEMUKAN: 192.168.7.249 port 22 TCP 24.74s
HOST DITEMUKAN: 192.168.3.213 port 135 TCP 24.74s
HOST DITEMUKAN: 192.168.3.213 port 445 TCP 24.74s
HOST DITEMUKAN: 192.168.5.3 port 445 TCP 24.76s
DEEP SCAN: 192.168.5.3 32.03s
HOST DITEMUKAN: 192.168.3.200 port 23 TCP 37.38s
HOST DITEMUKAN: 192.168.5.5 port 445 TCP 37.38s
HOST DITEMUKAN: 192.168.7.210 port 445 TCP 37.38s
DEEP SCAN: 192.168.7.210 46.91s
HOST DITEMUKAN: 192.168.5.2 port 21 TCP 53.99s
HOST DITEMUKAN: 192.168.5.5 port 139 TCP 53.99s
HOST DITEMUKAN: 192.168.7.121 port 445 TCP 53.99s
PROBING SELESAI 53.99s
SCAN SELESAI 53.99s
 53.99s
HASIL PEMINDAIAN: 192.168.0.0/21 53.99s
192.168.3.1,192.168.3.0/24,None 53.99s
192.168.3.200,192.168.3.0/24,23 53.99s
192.168.3.211,192.168.3.0/24,None 53.99s
192.168.3.213,192.168.3.0/24,135 53.99s
192.168.3.213,192.168.3.0/24,139 53.99s
192.168.3.213,192.168.3.0/24,445 53.99s
192.168.3.213,192.168.3.0/24,49152 53.99s
192.168.3.213,192.168.3.0/24,49153 53.99s
192.168.3.213,192.168.3.0/24,49154 53.99s
192.168.3.213,192.168.3.0/24,49155 53.99s
192.168.3.213,192.168.3.0/24,49156 53.99s
192.168.3.213,192.168.3.0/24,49157 53.99s
192.168.3.36,192.168.3.0/24,445 53.99s
192.168.5.1,192.168.5.0/24,None 53.99s
192.168.5.2,192.168.5.0/24,21 53.99s
192.168.5.3,192.168.5.0/24,445 53.99s
192.168.5.4,192.168.5.0/24,None 53.99s
192.168.5.5,192.168.5.0/24,135 53.99s
192.168.5.5,192.168.5.0/24,139 53.99s
192.168.5.5,192.168.5.0/24,445 53.99s
192.168.5.5,192.168.5.0/24,49152 53.99s
192.168.5.5,192.168.5.0/24,49153 53.99s
192.168.5.5,192.168.5.0/24,49154 53.99s
192.168.5.5,192.168.5.0/24,49155 53.99s
192.168.5.5,192.168.5.0/24,49156 53.99s
192.168.5.5,192.168.5.0/24,49157 53.99s
192.168.7.1,192.168.7.0/24,None 53.99s
192.168.7.121,192.168.7.0/24,135 53.99s
192.168.7.121,192.168.7.0/24,139 53.99s
192.168.7.121,192.168.7.0/24,445 53.99s
192.168.7.121,192.168.7.0/24,49152 53.99s
192.168.7.121,192.168.7.0/24,49153 53.99s
192.168.7.121,192.168.7.0/24,49154 53.99s
192.168.7.121,192.168.7.0/24,49155 53.99s
192.168.7.121,192.168.7.0/24,49156 53.99s
192.168.7.121,192.168.7.0/24,49157 53.99s
192.168.7.210,192.168.7.0/24,445 53.99s
192.168.7.249,192.168.7.0/24,22 53.99s
192.168.7.249,192.168.7.0/24,80 53.99s
192.168.7.82,192.168.7.0/24,None 53.99s
