PROBE DENGAN MASSCAN: 	192.168.0.0/21 2.62s
HOST DITEMUKAN: 192.168.3.213 port 139 TCP 2.62s
HOST DITEMUKAN: 192.168.7.210 port 445 TCP 5.47s
DEEP SCAN: 192.168.3.213 6.00s
HOST DITEMUKAN: 192.168.7.121 port 445 TCP 8.11s
HOST DITEMUKAN: 192.168.5.3 port 445 TCP 9.58s
DEEP SCAN: 192.168.7.121 10.96s
HOST DITEMUKAN: 192.168.5.5 port 139 TCP 12.70s
DEEP SCAN: 192.168.7.210 18.19s
DEEP SCAN: 192.168.5.5 19.39s
COMPLEMENTING SCAN: 192.168.3.0/24 25.15s
HOST DITEMUKAN: 192.168.5.5 port 135 TCP 28.13s
HOST DITEMUKAN: 192.168.3.36 port 445 TCP 28.13s
DEEP SCAN: 192.168.5.3 28.38s
HOST DITEMUKAN: 192.168.7.121 port 139 TCP 35.97s
HOST DITEMUKAN: 192.168.3.213 port 445 TCP 35.97s
HOST DITEMUKAN: 192.168.7.121 port 135 TCP 35.97s
HOST DITEMUKAN: 192.168.3.213 port 135 TCP 35.97s
HOST DITEMUKAN: 192.168.5.5 port 445 TCP 35.97s
HOST DITEMUKAN: 192.168.7.249 port 22 TCP 35.97s
HOST DITEMUKAN: 192.168.3.200 port 23 TCP 36.88s
HOST DITEMUKAN: 192.168.5.2 port 21 TCP 36.88s
DEEP SCAN: 192.168.3.36 41.01s
DEEP SCAN: 192.168.5.2 42.39s
DEEP SCAN: 192.168.7.249 43.48s
COMPLEMENTING SCAN: 192.168.7.0/24 46.45s
COMPLEMENTING SCAN: 192.168.5.0/24 47.70s
HOST DITEMUKAN: 192.168.7.249 port 80 TCP 57.18s
PROBING SELESAI 57.18s
SCAN SELESAI 57.18s
 57.18s
HASIL PEMINDAIAN: 192.168.0.0/21 57.18s
192.168.3.1,192.168.3.0/24,None 57.18s
192.168.3.200,192.168.3.0/24,23 57.18s
192.168.3.211,192.168.3.0/24,None 57.18s
192.168.3.213,192.168.3.0/24,135 57.18s
192.168.3.213,192.168.3.0/24,139 57.18s
192.168.3.213,192.168.3.0/24,445 57.18s
192.168.3.213,192.168.3.0/24,49152 57.18s
192.168.3.213,192.168.3.0/24,49153 57.18s
192.168.3.213,192.168.3.0/24,49154 57.18s
192.168.3.213,192.168.3.0/24,49155 57.18s
192.168.3.213,192.168.3.0/24,49156 57.18s
192.168.3.213,192.168.3.0/24,49157 57.18s
192.168.3.36,192.168.3.0/24,445 57.18s
192.168.5.1,192.168.5.0/24,None 57.18s
192.168.5.2,192.168.5.0/24,21 57.18s
192.168.5.3,192.168.5.0/24,445 57.18s
192.168.5.4,192.168.5.0/24,None 57.18s
192.168.5.5,192.168.5.0/24,135 57.18s
192.168.5.5,192.168.5.0/24,139 57.18s
192.168.5.5,192.168.5.0/24,445 57.18s
192.168.5.5,192.168.5.0/24,49152 57.18s
192.168.5.5,192.168.5.0/24,49153 57.18s
192.168.5.5,192.168.5.0/24,49154 57.18s
192.168.5.5,192.168.5.0/24,49155 57.18s
192.168.5.5,192.168.5.0/24,49156 57.18s
192.168.5.5,192.168.5.0/24,49157 57.18s
192.168.7.1,192.168.7.0/24,None 57.18s
192.168.7.121,192.168.7.0/24,135 57.18s
192.168.7.121,192.168.7.0/24,139 57.18s
192.168.7.121,192.168.7.0/24,445 57.18s
192.168.7.121,192.168.7.0/24,49152 57.18s
192.168.7.121,192.168.7.0/24,49153 57.18s
192.168.7.121,192.168.7.0/24,49154 57.18s
192.168.7.121,192.168.7.0/24,49155 57.18s
192.168.7.121,192.168.7.0/24,49156 57.18s
192.168.7.121,192.168.7.0/24,49157 57.18s
192.168.7.210,192.168.7.0/24,445 57.18s
192.168.7.249,192.168.7.0/24,22 57.18s
192.168.7.249,192.168.7.0/24,80 57.18s
192.168.7.82,192.168.7.0/24,None 57.18s
