PROBE DENGAN MASSCAN: 	192.168.0.0/21 0.56s
HOST DITEMUKAN: 192.168.7.249 port 22 TCP 0.56s
HOST DITEMUKAN: 192.168.7.249 port 80 TCP 1.84s
HOST DITEMUKAN: 192.168.3.200 port 23 TCP 1.84s
HOST DITEMUKAN: 192.168.7.210 port 445 TCP 1.89s
DEEP SCAN: 192.168.7.249 2.73s
DEEP SCAN: 192.168.3.200 4.18s
HOST DITEMUKAN: 192.168.7.121 port 445 TCP 5.20s
DEEP SCAN: 192.168.7.121 6.90s
HOST DITEMUKAN: 192.168.5.5 port 139 TCP 8.25s
DEEP SCAN: 192.168.7.210 8.97s
DEEP SCAN: 192.168.5.5 10.34s
COMPLEMENTING SCAN: 192.168.7.0/24 15.83s
COMPLEMENTING SCAN: 192.168.3.0/24 15.93s
COMPLEMENTING SCAN: 192.168.5.0/24 19.46s
HOST DITEMUKAN: 192.168.5.5 port 135 TCP 21.48s
HOST DITEMUKAN: 192.168.3.213 port 445 TCP 21.48s
HOST DITEMUKAN: 192.168.3.213 port 135 TCP 21.48s
HOST DITEMUKAN: 192.168.5.3 port 445 TCP 21.48s
DEEP SCAN: 192.168.5.3 29.37s
HOST DITEMUKAN: 192.168.5.2 port 21 TCP 30.00s
HOST DITEMUKAN: 192.168.3.36 port 445 TCP 30.00s
DEEP SCAN: 192.168.3.36 39.62s
HOST DITEMUKAN: 192.168.7.121 port 135 TCP 55.44s
HOST DITEMUKAN: 192.168.5.5 port 445 TCP 55.44s
HOST DITEMUKAN: 192.168.3.213 port 139 TCP 55.44s
HOST DITEMUKAN: 192.168.7.121 port 139 TCP 55.44s
PROBING SELESAI 55.44s
SCAN SELESAI 55.44s
 55.44s
HASIL PEMINDAIAN: 192.168.0.0/21 55.44s
192.168.3.1,192.168.3.0/24,None 55.44s
192.168.3.200,192.168.3.0/24,23 55.44s
192.168.3.211,192.168.3.0/24,None 55.44s
192.168.3.213,192.168.3.0/24,135 55.44s
192.168.3.213,192.168.3.0/24,139 55.44s
192.168.3.213,192.168.3.0/24,445 55.44s
192.168.3.213,192.168.3.0/24,49152 55.44s
192.168.3.213,192.168.3.0/24,49153 55.44s
192.168.3.213,192.168.3.0/24,49154 55.44s
192.168.3.213,192.168.3.0/24,49155 55.44s
192.168.3.213,192.168.3.0/24,49156 55.44s
192.168.3.213,192.168.3.0/24,49157 55.44s
192.168.3.36,192.168.3.0/24,445 55.44s
192.168.5.1,192.168.5.0/24,None 55.44s
192.168.5.2,192.168.5.0/24,21 55.44s
192.168.5.3,192.168.5.0/24,445 55.44s
192.168.5.4,192.168.5.0/24,None 55.44s
192.168.5.5,192.168.5.0/24,135 55.44s
192.168.5.5,192.168.5.0/24,139 55.44s
192.168.5.5,192.168.5.0/24,445 55.44s
192.168.5.5,192.168.5.0/24,49152 55.44s
192.168.5.5,192.168.5.0/24,49153 55.44s
192.168.5.5,192.168.5.0/24,49154 55.44s
192.168.5.5,192.168.5.0/24,49155 55.44s
192.168.5.5,192.168.5.0/24,49156 55.44s
192.168.5.5,192.168.5.0/24,49157 55.44s
192.168.7.1,192.168.7.0/24,None 55.44s
192.168.7.121,192.168.7.0/24,135 55.44s
192.168.7.121,192.168.7.0/24,139 55.44s
192.168.7.121,192.168.7.0/24,445 55.44s
192.168.7.121,192.168.7.0/24,49152 55.44s
192.168.7.121,192.168.7.0/24,49153 55.44s
192.168.7.121,192.168.7.0/24,49154 55.44s
192.168.7.121,192.168.7.0/24,49155 55.44s
192.168.7.121,192.168.7.0/24,49156 55.44s
192.168.7.121,192.168.7.0/24,49157 55.44s
192.168.7.210,192.168.7.0/24,445 55.44s
192.168.7.249,192.168.7.0/24,22 55.44s
192.168.7.249,192.168.7.0/24,80 55.44s
192.168.7.82,192.168.7.0/24,None 55.44s
