PROBE DENGAN MASSCAN: 	192.168.0.0/21 2.85s
HOST DITEMUKAN: 192.168.3.200 port 23 TCP 2.85s
HOST DITEMUKAN: 192.168.3.213 port 135 TCP 6.80s
DEEP SCAN: 192.168.3.200 6.95s
HOST DITEMUKAN: 192.168.5.5 port 139 TCP 7.31s
DEEP SCAN: 192.168.3.213 9.81s
DEEP SCAN: 192.168.5.5 12.43s
HOST DITEMUKAN: 192.168.5.5 port 445 TCP 16.89s
HOST DITEMUKAN: 192.168.7.121 port 445 TCP 16.89s
DEEP SCAN: 192.168.7.121 19.88s
COMPLEMENTING SCAN: 192.168.3.0/24 23.44s
COMPLEMENTING SCAN: 192.168.5.0/24 24.40s
HOST DITEMUKAN: 192.168.7.121 port 135 TCP 29.68s
HOST DITEMUKAN: 192.168.5.5 port 135 TCP 29.68s
HOST DITEMUKAN: 192.168.3.213 port 139 TCP 29.68s
HOST DITEMUKAN: 192.168.5.3 port 445 TCP 29.68s
COMPLEMENTING SCAN: 192.168.7.0/24 30.35s
DEEP SCAN: 192.168.5.3 40.62s
HOST DITEMUKAN: 192.168.7.249 port 80 TCP 41.75s
HOST DITEMUKAN: 192.168.7.121 port 139 TCP 41.75s
HOST DITEMUKAN: 192.168.5.2 port 21 TCP 41.75s
HOST DITEMUKAN: 192.168.3.213 port 445 TCP 41.75s
HOST DITEMUKAN: 192.168.7.249 port 22 TCP 41.75s
HOST DITEMUKAN: 192.168.7.210 port 445 TCP 41.75s
DEEP SCAN: 192.168.7.210 46.69s
PROBING SELESAI 54.35s
SCAN SELESAI 54.35s
 54.35s
HASIL PEMINDAIAN: 192.168.0.0/21 54.35s
192.168.3.1,192.168.3.0/24,None 54.35s
192.168.3.200,192.168.3.0/24,23 54.35s
192.168.3.211,192.168.3.0/24,None 54.35s
192.168.3.213,192.168.3.0/24,135 54.35s
192.168.3.213,192.168.3.0/24,139 54.35s
192.168.3.213,192.168.3.0/24,445 54.35s
192.168.3.213,192.168.3.0/24,49152 54.35s
192.168.3.213,192.168.3.0/24,49153 54.35s
192.168.3.213,192.168.3.0/24,49154 54.35s
192.168.3.213,192.168.3.0/24,49155 54.35s
192.168.3.213,192.168.3.0/24,49156 54.35s
192.168.3.213,192.168.3.0/24,49157 54.35s
192.168.5.1,192.168.5.0/24,None 54.35s
192.168.5.2,192.168.5.0/24,21 54.35s
192.168.5.3,192.168.5.0/24,445 54.35s
192.168.5.4,192.168.5.0/24,None 54.35s
192.168.5.5,192.168.5.0/24,135 54.35s
192.168.5.5,192.168.5.0/24,139 54.35s
192.168.5.5,192.168.5.0/24,445 54.35s
192.168.5.5,192.168.5.0/24,49152 54.35s
192.168.5.5,192.168.5.0/24,49153 54.35s
192.168.5.5,192.168.5.0/24,49154 54.35s
192.168.5.5,192.168.5.0/24,49155 54.35s
192.168.5.5,192.168.5.0/24,49156 54.35s
192.168.5.5,192.168.5.0/24,49157 54.35s
192.168.7.1,192.168.7.0/24,None 54.35s
192.168.7.121,192.168.7.0/24,135 54.35s
192.168.7.121,192.168.7.0/24,139 54.35s
192.168.7.121,192.168.7.0/24,445 54.35s
192.168.7.121,192.168.7.0/24,49152 54.35s
192.168.7.121,192.168.7.0/24,49153 54.35s
192.168.7.121,192.168.7.0/24,49154 54.35s
192.168.7.121,192.168.7.0/24,49155 54.35s
192.168.7.121,192.168.7.0/24,49156 54.35s
192.168.7.121,192.168.7.0/24,49157 54.35s
192.168.7.210,192.168.7.0/24,445 54.35s
192.168.7.249,192.168.7.0/24,22 54.35s
192.168.7.249,192.168.7.0/24,80 54.35s
192.168.7.82,192.168.7.0/24,None 54.35s
